id;status_group
53739;Functional
23929;Functional
53104;Functional
58724;Non-functional
65168;Functional
35803;Non-functional
42604;Functional
41814;Non-functional
29197;Functional
62221;Non-functional
45377;Functional
26715;Functional
61468;Non-functional
25038;Functional
58810;Functional
10713;Functional
22734;Functional
16087;Functional
18149;Non-functional
36657;Functional
4068;Non-functional
63610;Non-functional
39301;Functional
59813;Functional
36574;Non-functional
4406;Functional
65365;Functional
44055;Non-functional
70621;Functional
2247;Functional
6935;Functional
4418;Non-functional
60547;Functional
135;Functional
24055;Functional
1312;Functional
10331;Functional
26177;Functional
33162;Functional
7062;Non-functional
22851;Functional
28423;Functional
41251;Non-functional
20422;Functional
34257;Functional
16064;Non-functional
40453;Non-functional
54622;Non-functional
16920;Functional
33310;Functional
22136;Functional
63341;Non-functional
19356;Non-functional
71628;Functional
64094;Functional
11925;Functional
59084;Functional
37215;Non-functional
35362;Functional
65020;Non-functional
3718;Functional
44761;Non-functional
1471;Functional
23132;Functional
40859;Functional
62566;Functional
22401;Functional
28889;Functional
35117;Functional
61481;Non-functional
27111;Functional
19631;Non-functional
1482;Functional
7428;Functional
3388;Non-functional
39395;Non-functional
28660;Functional
47388;Non-functional
50865;Functional
39358;Functional
11569;Functional
12754;Functional
36511;Functional
51901;Non-functional
43635;Functional
49977;Non-functional
26436;Non-functional
39764;Functional
59511;Functional
67376;Non-functional
18372;Functional
60995;Functional
4370;Functional
32477;Functional
61244;Functional
14604;Functional
16439;Functional
57621;Functional
14019;Functional
24041;Functional
1934;Functional
9465;Functional
54058;Functional
29854;Non-functional
55860;Functional
2174;Functional
42337;Non-functional
69450;Functional
35051;Non-functional
71593;Non-functional
8482;Non-functional
20941;Non-functional
64392;Functional
51397;Functional
41591;Non-functional
23332;Non-functional
32115;Functional
41692;Functional
25771;Functional
32552;Non-functional
3331;Non-functional
54540;Non-functional
503;Functional
71143;Functional
7807;Non-functional
57653;Functional
51315;Functional
24220;Non-functional
67953;Functional
54094;Functional
45292;Functional
31549;Functional
37511;Functional
68378;Non-functional
15031;Functional
58739;Non-functional
8089;Non-functional
21828;Functional
7638;Functional
56568;Functional
29502;Functional
14198;Non-functional
63751;Non-functional
5928;Functional
42267;Functional
69493;Non-functional
64556;Functional
22629;Functional
49173;Functional
2358;Non-functional
32709;Non-functional
28752;Functional
7917;Functional
29189;Functional
2159;Non-functional
43104;Non-functional
43457;Non-functional
36883;Non-functional
24201;Functional
40839;Non-functional
27603;Functional
58623;Functional
3144;Functional
42970;Non-functional
30336;Functional
56071;Functional
53451;Non-functional
35703;Non-functional
39991;Non-functional
30947;Non-functional
22468;Functional
62861;Non-functional
53501;Functional
56510;Functional
4508;Functional
57787;Non-functional
49951;Non-functional
3872;Functional
56684;Functional
67903;Non-functional
56467;Functional
38739;Non-functional
18343;Non-functional
13767;Functional
62621;Non-functional
73869;Non-functional
70262;Non-functional
71693;Functional
20174;Functional
15549;Functional
62113;Non-functional
29511;Non-functional
9501;Non-functional
66604;Non-functional
39581;Functional
36831;Functional
21060;Non-functional
9519;Non-functional
64673;Functional
32122;Non-functional
56799;Functional
10080;Functional
13909;Non-functional
22956;Functional
43508;Non-functional
43680;Non-functional
9719;Functional
45095;Functional
62238;Functional
10929;Non-functional
72578;Non-functional
3060;Non-functional
46841;Non-functional
12034;Non-functional
16234;Functional
9795;Functional
3641;Functional
20787;Functional
63937;Functional
36040;Non-functional
67076;Functional
65787;Functional
50760;Functional
31362;Functional
63329;Functional
60993;Functional
48268;Non-functional
13857;Non-functional
62212;Non-functional
10234;Functional
49460;Functional
67804;Non-functional
60775;Non-functional
3648;Functional
40853;Non-functional
36292;Functional
67873;Non-functional
33543;Non-functional
64414;Functional
64541;Functional
70060;Functional
63551;Non-functional
30021;Non-functional
11373;Functional
2006;Functional
62388;Functional
47949;Functional
23075;Non-functional
54591;Functional
4415;Non-functional
18438;Non-functional
47227;Functional
32803;Non-functional
61007;Non-functional
65713;Functional
4149;Non-functional
12758;Functional
13084;Functional
35610;Non-functional
54093;Functional
42439;Functional
40534;Functional
46477;Functional
63169;Non-functional
4545;Functional
67788;Functional
70091;Non-functional
53996;Functional
17796;Functional
55847;Non-functional
64785;Non-functional
26140;Non-functional
56381;Functional
68966;Non-functional
51300;Non-functional
51757;Functional
65640;Functional
21027;Functional
53724;Functional
26908;Functional
25652;Functional
71040;Functional
53348;Non-functional
19782;Functional
36271;Functional
26541;Non-functional
70464;Functional
59058;Non-functional
56509;Non-functional
50996;Functional
70413;Non-functional
19540;Functional
17886;Functional
2095;Non-functional
61538;Functional
65494;Non-functional
45491;Functional
37220;Non-functional
54218;Non-functional
59686;Functional
31393;Functional
55054;Functional
21958;Non-functional
66499;Functional
69750;Non-functional
40828;Non-functional
10927;Non-functional
52853;Functional
20436;Functional
2178;Functional
70197;Functional
42000;Functional
58941;Functional
61707;Non-functional
28955;Non-functional
61906;Functional
48164;Functional
45217;Functional
56244;Functional
66945;Non-functional
20655;Functional
7924;Functional
19171;Non-functional
65349;Non-functional
40561;Functional
1023;Functional
1508;Functional
26647;Functional
70445;Functional
50199;Functional
26964;Non-functional
32219;Functional
16046;Non-functional
15737;Non-functional
72539;Non-functional
67393;Non-functional
29013;Functional
23734;Non-functional
73315;Functional
31537;Functional
6953;Functional
41659;Functional
4867;Non-functional
21370;Non-functional
65133;Functional
9373;Non-functional
17907;Functional
71828;Non-functional
72894;Functional
41582;Functional
46838;Functional
70576;Non-functional
23323;Functional
3973;Functional
65816;Functional
43626;Functional
66966;Non-functional
24844;Non-functional
73066;Functional
67978;Functional
13443;Functional
32444;Non-functional
8155;Functional
18982;Non-functional
24533;Functional
27856;Functional
56866;Functional
58445;Non-functional
41621;Non-functional
63893;Non-functional
11225;Functional
20613;Non-functional
39516;Non-functional
8756;Functional
10638;Non-functional
50885;Functional
30237;Non-functional
41182;Functional
10502;Functional
50223;Non-functional
10319;Functional
21019;Non-functional
34756;Functional
57777;Functional
56844;Functional
64906;Functional
32519;Functional
63082;Functional
15477;Functional
13846;Non-functional
51835;Functional
3452;Functional
27034;Non-functional
8371;Non-functional
34995;Non-functional
67500;Functional
18893;Functional
8503;Non-functional
62636;Functional
46592;Functional
30362;Functional
29200;Functional
48207;Functional
5169;Functional
10865;Non-functional
48994;Functional
27483;Functional
4802;Non-functional
6024;Functional
52999;Functional
12513;Functional
50674;Non-functional
49108;Non-functional
72224;Non-functional
13828;Non-functional
61051;Non-functional
43717;Functional
66773;Non-functional
52059;Functional
14014;Functional
33098;Non-functional
18004;Non-functional
49510;Functional
33775;Non-functional
59126;Functional
60508;Functional
69680;Functional
32334;Functional
49944;Functional
37219;Non-functional
34876;Non-functional
6160;Functional
14998;Functional
51635;Non-functional
25806;Functional
28063;Functional
24315;Non-functional
19994;Non-functional
14533;Functional
22102;Non-functional
55097;Non-functional
52399;Functional
21410;Functional
50788;Functional
30143;Non-functional
31438;Non-functional
50605;Non-functional
38138;Non-functional
37714;Functional
12458;Non-functional
63847;Non-functional
38941;Non-functional
58006;Functional
3701;Non-functional
63176;Non-functional
32907;Functional
63884;Non-functional
22345;Non-functional
58020;Functional
6689;Functional
26308;Non-functional
14398;Non-functional
14818;Functional
6353;Non-functional
43839;Non-functional
2840;Functional
59264;Functional
8560;Non-functional
21778;Non-functional
1718;Non-functional
67618;Non-functional
66982;Non-functional
48558;Functional
44952;Non-functional
68081;Non-functional
7118;Non-functional
53226;Functional
72612;Non-functional
15657;Functional
15032;Non-functional
71183;Non-functional
47231;Functional
59893;Functional
18294;Non-functional
2375;Non-functional
24452;Functional
60068;Functional
22177;Functional
15599;Non-functional
58770;Functional
33128;Functional
6079;Functional
13266;Functional
35442;Functional
61825;Non-functional
41385;Functional
4520;Functional
69554;Functional
26582;Non-functional
45162;Non-functional
51277;Non-functional
19496;Non-functional
70560;Non-functional
22059;Functional
20955;Functional
20485;Functional
66852;Functional
6978;Functional
48612;Non-functional
71666;Functional
24170;Non-functional
17850;Functional
43902;Functional
56723;Non-functional
64536;Non-functional
1233;Functional
42143;Functional
40374;Functional
32954;Functional
68984;Non-functional
11978;Non-functional
65189;Functional
16038;Functional
28449;Non-functional
56904;Functional
64601;Functional
72436;Non-functional
6144;Non-functional
70599;Functional
70655;Non-functional
43023;Functional
65545;Non-functional
31000;Functional
26482;Non-functional
25686;Non-functional
15651;Functional
19192;Functional
73785;Functional
2125;Non-functional
65140;Non-functional
29595;Non-functional
5306;Non-functional
45147;Functional
39443;Functional
47769;Non-functional
29520;Functional
69998;Functional
34484;Non-functional
71981;Non-functional
51469;Non-functional
17422;Functional
23257;Functional
15856;Functional
228;Non-functional
35713;Functional
54385;Non-functional
65399;Functional
5863;Non-functional
49266;Functional
24312;Non-functional
68374;Functional
55651;Non-functional
52250;Functional
74244;Functional
61104;Non-functional
19955;Functional
43510;Non-functional
41099;Non-functional
51305;Non-functional
71832;Functional
24812;Non-functional
57060;Non-functional
3193;Functional
20040;Non-functional
682;Non-functional
47417;Functional
9536;Functional
56423;Non-functional
4770;Functional
10926;Non-functional
70775;Functional
3344;Functional
7940;Non-functional
41872;Functional
14226;Functional
1084;Non-functional
29695;Functional
53357;Non-functional
38502;Functional
45263;Non-functional
11664;Non-functional
45951;Non-functional
31956;Functional
72722;Non-functional
1457;Non-functional
58604;Functional
10150;Non-functional
13140;Non-functional
4158;Non-functional
33365;Non-functional
2512;Non-functional
3792;Non-functional
41158;Non-functional
49470;Non-functional
45060;Functional
61264;Non-functional
42048;Functional
52317;Functional
26066;Non-functional
5082;Functional
39794;Functional
282;Non-functional
13617;Functional
70883;Functional
46582;Non-functional
18763;Non-functional
13744;Non-functional
71273;Functional
2447;Non-functional
74063;Functional
33761;Functional
73129;Non-functional
38438;Functional
66706;Non-functional
71117;Functional
7078;Non-functional
519;Functional
55708;Functional
38509;Non-functional
57945;Non-functional
27176;Non-functional
68377;Non-functional
849;Functional
47114;Non-functional
41438;Functional
21111;Non-functional
37406;Functional
10498;Non-functional
34231;Non-functional
56341;Non-functional
18051;Non-functional
35331;Non-functional
58056;Non-functional
61167;Functional
4920;Non-functional
40357;Non-functional
43318;Non-functional
21087;Functional
68111;Functional
11661;Non-functional
16322;Functional
49232;Non-functional
54765;Functional
71388;Non-functional
18604;Functional
44350;Functional
62598;Non-functional
43591;Functional
51885;Non-functional
13290;Functional
12485;Non-functional
1968;Non-functional
62032;Functional
13395;Non-functional
27384;Non-functional
50484;Non-functional
23050;Non-functional
31156;Functional
32559;Non-functional
70435;Non-functional
22655;Functional
44573;Non-functional
9332;Functional
46413;Non-functional
6930;Functional
7830;Non-functional
30613;Functional
2715;Functional
1873;Non-functional
69719;Functional
31230;Non-functional
57424;Functional
20682;Functional
23566;Non-functional
38271;Non-functional
47572;Functional
71841;Non-functional
73967;Functional
60861;Functional
20526;Functional
38337;Non-functional
20014;Functional
57709;Functional
19588;Non-functional
27587;Functional
9984;Functional
70608;Non-functional
64499;Non-functional
38582;Functional
359;Non-functional
11158;Functional
37242;Functional
71892;Functional
18826;Functional
42859;Non-functional
52768;Functional
34690;Functional
28004;Functional
45813;Functional
56875;Functional
14917;Non-functional
30105;Functional
12955;Functional
44032;Non-functional
53634;Non-functional
13922;Functional
67888;Functional
24970;Functional
47673;Functional
12015;Non-functional
20259;Functional
24333;Functional
48864;Non-functional
3186;Functional
40617;Non-functional
39727;Non-functional
26524;Non-functional
49963;Non-functional
33392;Non-functional
65604;Functional
25439;Non-functional
32689;Functional
39346;Non-functional
44111;Non-functional
48509;Non-functional
58191;Non-functional
38311;Non-functional
32588;Functional
51097;Non-functional
21616;Non-functional
1546;Functional
50592;Non-functional
15153;Functional
60451;Functional
39092;Non-functional
44066;Non-functional
44259;Functional
1984;Non-functional
61682;Non-functional
59320;Functional
62678;Non-functional
2798;Functional
54555;Functional
46806;Non-functional
67541;Non-functional
65284;Functional
31265;Non-functional
34288;Non-functional
38812;Functional
14868;Non-functional
64873;Functional
22140;Functional
11260;Functional
62930;Non-functional
36875;Functional
66406;Non-functional
12160;Non-functional
60923;Non-functional
41028;Non-functional
72710;Non-functional
51571;Functional
32839;Functional
10978;Functional
30879;Non-functional
67002;Functional
60951;Functional
1889;Non-functional
51701;Functional
59284;Functional
26460;Non-functional
23917;Functional
19445;Non-functional
20634;Functional
48271;Functional
39770;Non-functional
12535;Functional
9948;Functional
50686;Functional
35931;Functional
14955;Functional
48997;Non-functional
71077;Functional
26013;Non-functional
12541;Non-functional
10225;Non-functional
48523;Functional
44597;Functional
18030;Non-functional
67297;Functional
18418;Functional
8365;Non-functional
31248;Non-functional
49370;Non-functional
55014;Functional
10408;Non-functional
22728;Functional
57343;Functional
42461;Functional
73501;Functional
32679;Functional
52750;Non-functional
51655;Functional
43087;Non-functional
66847;Functional
32537;Functional
54168;Non-functional
45987;Non-functional
17470;Non-functional
46205;Non-functional
37807;Functional
9963;Non-functional
72385;Functional
36930;Functional
29101;Functional
26414;Functional
48369;Non-functional
13017;Functional
49421;Non-functional
21523;Functional
67645;Functional
50154;Functional
62378;Non-functional
47337;Non-functional
44517;Non-functional
52483;Non-functional
60224;Non-functional
23021;Non-functional
69858;Non-functional
29599;Non-functional
64096;Non-functional
18671;Non-functional
3281;Functional
72728;Non-functional
15987;Functional
73993;Functional
17644;Functional
37494;Functional
47009;Functional
71115;Functional
12145;Non-functional
28083;Functional
37806;Functional
51762;Non-functional
1639;Functional
17981;Functional
18042;Non-functional
25894;Functional
18132;Functional
9731;Non-functional
10333;Functional
396;Functional
25433;Functional
11399;Functional
31007;Non-functional
18822;Functional
27827;Functional
47700;Non-functional
14193;Non-functional
46699;Functional
49699;Non-functional
72914;Functional
24535;Non-functional
49846;Non-functional
27110;Functional
29828;Functional
73173;Non-functional
59807;Functional
30737;Non-functional
50319;Functional
27267;Functional
54308;Functional
41628;Non-functional
56360;Non-functional
16622;Functional
43432;Functional
44404;Non-functional
50354;Functional
68698;Functional
3977;Functional
40031;Functional
23191;Functional
59440;Functional
53544;Non-functional
57825;Functional
35534;Functional
30093;Functional
59732;Functional
50472;Non-functional
63806;Functional
11743;Functional
27778;Non-functional
4460;Non-functional
45776;Non-functional
46743;Non-functional
68878;Functional
20967;Non-functional
59833;Functional
53635;Functional
45831;Functional
59065;Non-functional
8700;Functional
6965;Functional
56369;Non-functional
74106;Functional
23763;Non-functional
38235;Non-functional
51342;Non-functional
29236;Non-functional
8314;Non-functional
38335;Non-functional
42494;Non-functional
25358;Functional
52693;Non-functional
66427;Functional
20769;Functional
24754;Functional
3797;Non-functional
53859;Functional
27206;Functional
58407;Functional
13374;Functional
11028;Functional
38930;Non-functional
26982;Non-functional
14778;Non-functional
51587;Functional
17015;Functional
25028;Functional
35293;Functional
8068;Non-functional
73052;Functional
51753;Non-functional
15035;Non-functional
60817;Functional
55374;Functional
10096;Non-functional
12074;Functional
50198;Functional
33773;Functional
6287;Non-functional
16222;Functional
13418;Functional
243;Functional
5673;Functional
38441;Functional
57081;Functional
14525;Functional
13389;Non-functional
65683;Non-functional
21136;Non-functional
34199;Functional
25206;Functional
55334;Functional
30168;Non-functional
19998;Functional
27760;Functional
70205;Non-functional
32421;Functional
40287;Functional
4537;Functional
46300;Non-functional
49063;Functional
73414;Functional
54220;Functional
2838;Functional
46979;Non-functional
34307;Non-functional
36899;Functional
27797;Functional
48131;Functional
70738;Non-functional
56821;Functional
35203;Non-functional
67513;Non-functional
48623;Non-functional
48526;Functional
71696;Functional
507;Non-functional
7283;Functional
3421;Non-functional
15585;Non-functional
44581;Non-functional
72733;Functional
46120;Non-functional
29358;Functional
5664;Functional
2285;Functional
5661;Non-functional
47657;Non-functional
40777;Functional
23177;Functional
62023;Non-functional
46834;Non-functional
54573;Non-functional
2311;Functional
36977;Non-functional
62283;Functional
62935;Non-functional
28008;Functional
60373;Non-functional
34523;Functional
46550;Non-functional
12068;Non-functional
4365;Functional
49342;Functional
6418;Non-functional
33741;Functional
53296;Functional
74206;Functional
17681;Functional
58387;Functional
33887;Non-functional
35848;Non-functional
13667;Non-functional
38183;Non-functional
61501;Functional
16185;Non-functional
69225;Functional
7730;Non-functional
64895;Non-functional
496;Functional
42433;Functional
32757;Functional
16856;Non-functional
3503;Functional
73404;Non-functional
25092;Non-functional
56114;Non-functional
67755;Functional
59292;Non-functional
27131;Functional
36880;Functional
29934;Functional
61140;Functional
6375;Functional
57413;Non-functional
52719;Functional
45534;Functional
57626;Functional
1523;Non-functional
62801;Non-functional
11025;Functional
66579;Functional
42099;Functional
68278;Functional
20349;Functional
18762;Functional
67374;Functional
27139;Functional
21420;Functional
52382;Functional
55389;Functional
41881;Non-functional
20879;Non-functional
39134;Functional
35813;Non-functional
32770;Functional
9903;Functional
37475;Non-functional
3618;Functional
31199;Functional
1018;Non-functional
57876;Functional
44128;Functional
22587;Functional
1143;Functional
48065;Non-functional
13308;Non-functional
35288;Non-functional
60567;Functional
46380;Non-functional
36502;Functional
73978;Functional
19960;Non-functional
22394;Functional
49214;Functional
23581;Non-functional
58744;Functional
18540;Non-functional
37429;Functional
11726;Functional
24187;Functional
25907;Non-functional
68307;Non-functional
36577;Non-functional
5752;Non-functional
17460;Functional
24211;Non-functional
64039;Functional
35159;Functional
36922;Functional
1228;Non-functional
14928;Functional
31814;Functional
38492;Functional
8754;Non-functional
68130;Non-functional
19092;Functional
36898;Functional
48574;Functional
54791;Functional
57644;Functional
43217;Functional
14922;Functional
64775;Functional
59160;Non-functional
38141;Non-functional
51518;Non-functional
43481;Functional
36632;Non-functional
4347;Non-functional
57963;Non-functional
73460;Non-functional
26874;Functional
45280;Functional
50748;Non-functional
33993;Non-functional
11535;Functional
13028;Non-functional
39580;Non-functional
66084;Non-functional
72376;Non-functional
63494;Functional
5560;Non-functional
53309;Non-functional
17248;Functional
38848;Functional
29171;Functional
12765;Non-functional
72042;Non-functional
45045;Non-functional
30553;Functional
15746;Non-functional
71754;Functional
26176;Functional
40403;Non-functional
64029;Non-functional
56238;Functional
52432;Functional
38677;Non-functional
2448;Functional
73548;Functional
51078;Non-functional
27549;Functional
886;Non-functional
62399;Non-functional
70385;Non-functional
60247;Functional
48622;Non-functional
43977;Non-functional
2609;Non-functional
66087;Non-functional
63428;Non-functional
57506;Functional
31307;Functional
51965;Functional
9288;Functional
68778;Non-functional
22485;Functional
57533;Non-functional
6589;Non-functional
4402;Functional
33976;Non-functional
24206;Non-functional
16883;Functional
68280;Non-functional
60751;Non-functional
57895;Non-functional
73433;Non-functional
59045;Functional
62351;Functional
32272;Functional
34754;Functional
8809;Non-functional
35885;Functional
39827;Functional
63158;Functional
28801;Non-functional
52813;Functional
21457;Non-functional
17610;Non-functional
4984;Non-functional
37979;Non-functional
62974;Functional
47204;Functional
57616;Functional
35329;Functional
10767;Functional
39234;Functional
28022;Non-functional
19427;Non-functional
57156;Non-functional
25669;Functional
71153;Non-functional
43875;Functional
3448;Non-functional
9629;Functional
17846;Functional
22620;Non-functional
2246;Functional
28894;Non-functional
46489;Non-functional
39041;Functional
65364;Functional
7226;Non-functional
2650;Non-functional
7706;Functional
23147;Functional
4797;Functional
23043;Non-functional
13339;Non-functional
4229;Functional
15853;Functional
4180;Non-functional
15068;Non-functional
35611;Non-functional
32401;Functional
4110;Functional
62206;Functional
23600;Non-functional
35239;Functional
18252;Non-functional
18152;Non-functional
21850;Non-functional
47509;Non-functional
13585;Functional
16501;Functional
9576;Non-functional
39351;Functional
40022;Functional
11435;Functional
26631;Functional
21565;Non-functional
40163;Functional
13859;Non-functional
50767;Non-functional
1932;Functional
15282;Non-functional
73231;Functional
36347;Non-functional
22076;Functional
32903;Non-functional
31789;Non-functional
67095;Non-functional
41894;Functional
9150;Non-functional
24822;Functional
40477;Functional
43193;Functional
33377;Functional
5889;Functional
68402;Functional
11690;Non-functional
9583;Non-functional
14643;Non-functional
33152;Functional
45285;Functional
11776;Non-functional
21082;Functional
11224;Functional
708;Functional
24269;Functional
66094;Non-functional
29402;Non-functional
2132;Non-functional
31876;Functional
24888;Functional
17297;Functional
63391;Non-functional
65405;Non-functional
27306;Functional
53792;Functional
33760;Non-functional
36858;Non-functional
21982;Non-functional
47898;Functional
45931;Non-functional
24282;Functional
57867;Non-functional
2268;Functional
42870;Functional
51026;Non-functional
69496;Functional
46258;Non-functional
53653;Functional
8511;Non-functional
6437;Functional
45277;Functional
53647;Non-functional
45297;Functional
12871;Non-functional
73567;Non-functional
37196;Non-functional
33031;Functional
50322;Non-functional
38362;Functional
48934;Non-functional
50098;Functional
25161;Non-functional
69627;Functional
37050;Functional
40161;Functional
8596;Functional
17636;Non-functional
14577;Non-functional
56393;Functional
12822;Functional
41075;Functional
37885;Non-functional
68842;Functional
66015;Functional
21780;Non-functional
6796;Functional
56069;Functional
54247;Functional
40874;Non-functional
27638;Functional
57276;Non-functional
15827;Non-functional
59544;Non-functional
46615;Non-functional
68917;Non-functional
32281;Non-functional
20795;Non-functional
3775;Non-functional
56610;Non-functional
14626;Non-functional
58335;Non-functional
27434;Non-functional
45224;Non-functional
21863;Functional
13646;Functional
45316;Non-functional
39015;Non-functional
62036;Functional
19035;Functional
46630;Non-functional
15059;Functional
32074;Functional
39871;Functional
32047;Functional
9958;Functional
38679;Functional
67067;Non-functional
45840;Non-functional
71345;Functional
28783;Non-functional
56300;Non-functional
25363;Functional
57254;Non-functional
4852;Functional
37650;Non-functional
37830;Non-functional
55583;Functional
47834;Non-functional
33053;Functional
40053;Functional
35615;Functional
41935;Functional
53719;Non-functional
42782;Functional
24343;Functional
44635;Functional
46200;Non-functional
31185;Non-functional
16460;Functional
17353;Functional
5891;Functional
24375;Functional
5203;Non-functional
62385;Non-functional
56459;Non-functional
29879;Functional
51522;Functional
35245;Functional
40141;Functional
4870;Functional
29726;Non-functional
43211;Non-functional
62320;Functional
49299;Functional
35963;Functional
24820;Functional
31300;Functional
47524;Functional
3102;Non-functional
65536;Functional
61221;Functional
72699;Non-functional
67398;Non-functional
13994;Functional
27826;Non-functional
1379;Functional
2681;Functional
53171;Non-functional
2389;Functional
55799;Functional
59952;Functional
13243;Functional
52845;Non-functional
7141;Non-functional
36793;Functional
28913;Functional
22001;Functional
38907;Functional
11162;Functional
31701;Functional
19800;Functional
68622;Functional
36197;Non-functional
41645;Non-functional
41299;Non-functional
63689;Functional
64196;Functional
3309;Non-functional
60962;Non-functional
69933;Non-functional
58960;Functional
52915;Non-functional
24332;Functional
46346;Non-functional
73840;Functional
20540;Non-functional
25032;Non-functional
55800;Functional
30448;Non-functional
31637;Functional
57334;Functional
19040;Non-functional
16127;Functional
18166;Functional
37428;Functional
60465;Functional
38724;Functional
56443;Non-functional
13307;Non-functional
40329;Functional
845;Non-functional
36907;Functional
39583;Functional
29041;Functional
57528;Functional
33196;Non-functional
14740;Functional
52667;Functional
403;Functional
59130;Functional
45426;Non-functional
66786;Functional
53110;Non-functional
12745;Functional
26571;Functional
21083;Non-functional
55246;Functional
23085;Non-functional
41860;Non-functional
65999;Non-functional
4741;Functional
8189;Functional
45623;Non-functional
51651;Non-functional
3575;Functional
73396;Functional
70645;Functional
55369;Functional
16473;Non-functional
68346;Non-functional
9481;Functional
21439;Functional
835;Non-functional
24667;Non-functional
64713;Functional
35303;Functional
62990;Functional
40591;Functional
15240;Non-functional
36088;Non-functional
18110;Functional
2314;Functional
14209;Functional
44542;Non-functional
16684;Non-functional
18841;Non-functional
12368;Non-functional
60453;Functional
66939;Functional
69334;Functional
50057;Non-functional
59836;Non-functional
44365;Non-functional
23168;Functional
27877;Non-functional
23909;Functional
15424;Functional
46084;Non-functional
26292;Functional
28159;Non-functional
57935;Functional
48599;Functional
768;Functional
62438;Functional
27414;Functional
46750;Functional
16436;Functional
32535;Functional
41758;Functional
66899;Non-functional
24670;Non-functional
31459;Functional
66195;Functional
54881;Functional
52075;Functional
41587;Functional
60141;Functional
41043;Functional
43950;Functional
48121;Functional
65965;Functional
70664;Functional
4887;Functional
62128;Functional
62993;Non-functional
54823;Non-functional
67336;Non-functional
11461;Functional
6405;Non-functional
3604;Non-functional
13496;Non-functional
69465;Functional
52159;Non-functional
62523;Non-functional
12909;Non-functional
9031;Functional
38142;Non-functional
9976;Functional
12457;Functional
83;Functional
41441;Functional
37002;Non-functional
14445;Non-functional
49312;Functional
37763;Functional
18581;Non-functional
17791;Non-functional
37664;Functional
55316;Non-functional
67418;Non-functional
62465;Non-functional
8682;Functional
18905;Functional
8129;Functional
6490;Functional
58222;Functional
26087;Non-functional
54721;Functional
2986;Functional
62250;Functional
13215;Functional
40638;Functional
52286;Functional
56328;Functional
66140;Functional
73270;Functional
46918;Functional
37800;Non-functional
42236;Non-functional
57022;Non-functional
32769;Non-functional
60417;Non-functional
18381;Non-functional
45799;Non-functional
16607;Functional
34727;Non-functional
65469;Non-functional
44913;Non-functional
50367;Non-functional
50806;Functional
40770;Functional
3166;Non-functional
43932;Functional
9054;Non-functional
3088;Non-functional
55589;Functional
56199;Functional
43749;Functional
70409;Non-functional
47010;Non-functional
30427;Functional
31052;Functional
14338;Functional
53535;Non-functional
54524;Functional
34913;Functional
70918;Non-functional
55805;Non-functional
46480;Non-functional
6477;Functional
68683;Non-functional
64153;Functional
5836;Functional
47654;Non-functional
47513;Non-functional
70105;Functional
65915;Functional
72961;Functional
20292;Non-functional
9641;Functional
43467;Non-functional
34468;Functional
24910;Functional
59441;Functional
73772;Functional
67356;Non-functional
5377;Non-functional
56133;Functional
38004;Non-functional
65662;Functional
68465;Functional
9610;Functional
13502;Functional
53131;Non-functional
43862;Functional
41294;Non-functional
29623;Functional
73956;Non-functional
69743;Non-functional
54200;Non-functional
24857;Non-functional
46305;Non-functional
26411;Non-functional
62264;Functional
31079;Non-functional
43949;Functional
10433;Non-functional
26672;Non-functional
21265;Functional
10059;Functional
60084;Non-functional
53252;Functional
32035;Functional
72898;Non-functional
34460;Functional
68561;Non-functional
20908;Functional
34485;Functional
58522;Functional
19340;Functional
24072;Non-functional
1597;Functional
21617;Non-functional
4294;Functional
62458;Non-functional
60703;Non-functional
54351;Non-functional
3655;Functional
52100;Non-functional
35989;Non-functional
34759;Non-functional
55209;Non-functional
21606;Functional
20748;Non-functional
73003;Functional
29246;Non-functional
29896;Non-functional
30122;Non-functional
37159;Non-functional
62494;Non-functional
54202;Functional
60549;Non-functional
63553;Non-functional
13980;Non-functional
56243;Functional
23544;Functional
73601;Functional
13232;Non-functional
24549;Non-functional
49792;Functional
36789;Non-functional
40035;Non-functional
70871;Non-functional
53126;Non-functional
57744;Non-functional
30902;Functional
40155;Functional
55484;Functional
12965;Non-functional
1862;Functional
9531;Functional
21824;Functional
63103;Functional
66838;Functional
39758;Functional
15287;Functional
14628;Non-functional
12434;Non-functional
39114;Non-functional
26802;Functional
17956;Functional
9652;Functional
73221;Non-functional
30495;Functional
25095;Non-functional
37362;Non-functional
30853;Functional
37450;Non-functional
7709;Non-functional
71149;Non-functional
65429;Non-functional
2279;Functional
58659;Non-functional
56347;Non-functional
48037;Functional
304;Functional
60334;Functional
35035;Functional
1632;Non-functional
68282;Functional
52597;Functional
2155;Functional
56324;Functional
53263;Functional
66283;Non-functional
68297;Functional
66942;Functional
408;Functional
40180;Functional
16240;Functional
24437;Non-functional
6210;Non-functional
65242;Functional
24615;Functional
55748;Functional
10808;Functional
49461;Non-functional
10187;Functional
30169;Functional
45003;Functional
29475;Non-functional
67368;Functional
65354;Non-functional
59864;Non-functional
36107;Non-functional
17670;Functional
45099;Non-functional
33315;Non-functional
1798;Non-functional
15625;Functional
71041;Non-functional
14802;Non-functional
70723;Functional
36579;Functional
55771;Non-functional
11291;Non-functional
53452;Functional
73294;Non-functional
42193;Functional
22069;Non-functional
32094;Functional
33954;Functional
65569;Functional
14971;Functional
53392;Non-functional
38014;Non-functional
47887;Functional
427;Non-functional
